,Abbr,Fullform
6624,TRIP,Experience when using a hallucinogenic drug
6625,TRIPPING,Under the influence of drugs
6626,TRM,That Reminds Me
6627,TROL,Police patrol
6628,TROLL,A deliberately provocative message board user
6629,TROLLING,The act of being a TROLL
6630,TROLOL,LOLING at somebody who is TROLLING
6631,TROTW,The Rest Of The World
6632,TROUT,Older man looking for a younger woman
6633,TRU,True
6634,TRU DAT,That is True
6635,TRUFAX,True Fact
6636,TRYNA,Trying To
6637,TSA,Transportation Security Administration
6638,TSB,True Story Bro
6639,TSBT,Truth Should Be Told
6640,TSF,That's So Funny
6641,TSGTM,That SGTM
6642,TSIA,Title Says It All
6643,TSK,Sound of annoyance
6644,TSM,Thanks So Much
6645,TSN,The Sports Network
6646,TSP,Teaspoon
6647,TSTB,The Sooner The Better
6648,TSTL,Too Stupid To Live
6649,TSUP,SUP
6650,TT,Telegrahic Transfer
6651,TT4N,Ta Ta For Now
6652,TTBOMK,To The Best Of My Knowledge
6653,TTC,Trying To Conceive
6654,TTD,Textually Transmitted Disease
6655,TTEOT,Till The End of Time
6656,TTFAF,Through The Fire And Flames
6657,TTFL,Ta Ta For Later
6658,TTFN,Ta-Ta For Now
6659,TTFW,Too Tacky For Words
6660,TTG,Time To Go
6661,TTGG,Time To Go Girl
6662,TTH,Trying Too Hard
6663,TTIUWP,This Thread Is Useless Without Pictures
6664,TTIWWP,This Thread Is Worthless Without Pictures
6665,TTJASI,Take This Job And Shove It
6666,TTL,Thank The Lord
6667,TTLY,Totally
6668,TTM,Talk To Me
6669,TTMAB,TO THE MOON AND BACK
6670,TTML,Talk To Me Later
6671,TTO,Time To Own
6672,TTOTM,That Time Of The Month
6673,TTP,To The Point
6674,TTR,Time To Relax
6675,TTT,Third Tier Toilet
6676,TTTE,Thomas The Tank Engine
6677,TTTH,Talk To The Hand
6678,TTTT,These Things Take Time
6679,TTTTY,Time To Talk To You
6680,TTUL,Talk To You Later
6681,TTUS,Talk To You Soon.
6682,TTUT,Talk To You Tomorrow
6683,TTUTT,To Tell You the Truth
6684,TTY,Talk To You
6685,TTYF,Talk To You Forever
6686,TTYIAB,Talk To You In A Bit
6687,TTYITM,Talk To You In The Morning
6688,TTYL,Talk To You Later
6689,TTYM,Talk to You Ma
6690,TTYN,Talk To You Never
6691,TTYRS,Talk To You Real Soon
6692,TTYS,Talk To You Soon
6693,TTYT,Talk To You Tomorrow
6694,TTYTT,To Tell You The Truth
6695,TTYVS,Talk To You Very Soon
6696,TT_TT,Crying
6697,TUDE,Bad attitude
6698,TUFF,Rugged
6699,TUL,Tell You Later
6700,TUNE,Flirt
6701,TURF,Area
6702,TURN UP,Get Hyped
6703,TURNT,Hyped Up
6704,TUVM,Thank You Very Much
6705,TUX,The penguin Linux mascot
6706,TVD,The Vampire Diaries
6707,TVM,Thanks Very Much
6708,TW,Trigger Warning
6709,TWAIN,Technology Without An Interesting Name
6710,TWD,Texting While Driving
6711,TWEAKED,High on drugs
6712,TWEAKING,SPUN
6713,TWEEKER,A methamphetamine user
6714,TWEET,A post on Twitter
6715,TWEETER,Person who posts on Twitter
6716,TWF,That Was Funny
6717,TWFAF,That's What Friends Are For
6718,TWHS,That's What He Said
6719,TWID,That's What I Do
6720,TWIHARD,Die-hard Fan Of The Twilight Saga
6721,TWIMC,To Whom It May Concern
6722,TWISTED,High and drunk
6723,TWIT,Foolish person
6724,TWITA,That's What I'm Talking About
6725,TWITCON,Profile picture on Twitter
6726,TWITTER,A social networking site
6727,TWITTER JAIL,Having reached your tweeting limit
6728,TWLOHA,To Write Love On Her Arms
6729,TWOC,Taken Without Owner's Consent
6730,TWONK,Idiot
6731,TWOP,Television Without Pity
6732,TWOT,Total Waste Of Time
6733,TWS,Typical Woman Syndrome
6734,TWSS,That's What She Said
6735,TWT,Time Will Tell
6736,TWTMC,To Whom This May Concern
6737,TWU,That's What's Up
6738,TWYL,Talk With You Later
6739,TWYMS,That's What Your Mom Said
6740,TX,Thanks
6741,TXT,SMS message
6742,TY,Thank You
6743,TYB,Try Your Best
6744,TYBG,Thank You Based God
6745,TYFAYS,Thank You For All Your Support
6746,TYFE,Thank You For Everything
6747,TYFYT,Thank You For Your Time
6748,TYG,There You Go
6749,TYJ,Thank You Jesus
6750,TYL,Text You Later
6751,TYLJ,Thank You Lord Jesus
6752,TYM,Thank You Much
6753,TYMBI,Thought You Might Be Interested
6754,TYPO,Typing mistake
6755,TYS,Thank You Sir
6756,TYSM,Thank You So Much
6757,TYSVM,Thank You So Very Much
6758,TYT,Take Your Time
6759,TYVM,Thank You Very Much
6760,T^T,Crying
6761,T_T,Crying
6762,U,You
6763,U.O.E.N.O,You Don't Even Know
6764,U.U,Expressing sympathy
6765,U2,You Too
6766,U2B,YouTube
6767,U2U,Up To You
6768,UA4I,You Asked For It
6769,UAC,User Account Control
6770,UAE,United Arab Emirates
6771,UAK,You Already Know
6772,UAN,Universal Access Number
6773,UARK,You Already Know
6774,UAV,Urban Assault Vehicle
6775,UB2,You Be Too
6776,UB3R,Uber
6777,UBD,User Brain Damage
6778,UBER ,Ultimate
6779,UBRS,Upper Black Rock Spire
6780,UC&P,Up Close and Personal
6781,UCAP,Up Close and Personal
6782,UCLA,University of California at Los Angeles
6783,UDA,Ulster Defence Association
6784,UDI,Unidentified Drinking Injury
6785,UDK,You Don't Know
6786,UDS,Ugly Duckling Syndrome
6787,UDWK,You Don't Wanna Know
6788,UEFA,Union of European Football Associations
6789,UES,Upper East Side
6790,UFC,Ultimate Fighting Championship
6791,UFF,annoyance
6792,UFG,Up For Grabs
6793,UFO,Unidentified Flying Object
6794,UG,Ugly
6795,UG2BK,You've Got To Be Kidding
6796,UGC,User Generated Content
6797,UGG,Ugly
6798,UGGO,Ugly person
6799,UGGS,Brand of boots
6800,UGH,disappointment or disgust
6801,UH,hesitation
6802,UHF,Ultra High Frequency
6803,UHM,UH
6804,UHQ,Ultra High Quality
6805,UHT,Ultra High Temperature
6806,UHU,Misspelling of HUH
6807,UI,User Interface
6808,UID,User Identification
6809,UIN,Unique Identification Number
6810,UK,Are You OK
6811,UKT,You Know That
6812,UKWIM,You Know What I Mean
6813,UKWUR,You Know Who You Are
6814,UL,Upload
6815,ULM,You Love me
6816,ULT,Last month
6817,UM,hesitation
6818,UMAD,Are You Mad
6819,UMBJ,You Must Be Joking
6820,UMML,You Make Me Laugh
6821,UMTWTM,You Mean The World To Me
6822,UN,United Nations
6823,UNCE,Sound of club music
6824,UNDIES,Underwear
6825,UNESCO,United Nations Educational Scientific and Cultural Organization
6826,UNI,University
6827,UNICEF,United Nations Children's Fund
6828,UNIX,Computer operating system
6829,UNK,Crackhead
6830,UNO,You know
6831,UNPC,Not Politically Correct
6832,UNTZ,Sound of a pulsing beat
6833,UO,Ultima Online
6834,UOENO,You Don't Even Know
6835,UPG,Upgrade
6836,UPS,United Parcel Service
6837,UPT,Uptown
6838,UR,Your
6839,URA,You Are A ...
6840,URAQT,You Are A Cutie
6841,URGH,annoyance
6842,URI,Uniform Resource Indicator
6843,URL,Uniform Resource Locator
6844,URM,You Are Mad
6845,URP,Vomit
6846,URW,You Are Welcome
6847,URYYFM,You Are Too Wise For Me
6848,US,United States
6849,USA,United States of America
6850,USAF,United States Air Force
6851,USB,Universal Serial Bus
6852,USBM,United States Black Metal
6853,USC,University of Southern California
6854,USCG,United States Coast Guard
6855,USD,United States Dollar
6856,USER,Someone who uses other people to gain an advantage
6857,USMC,United States Marine Corps
6858,USOA,USA
6859,USP,Unique Selling Point
6860,USPS,United States Postal Service
6861,USS,United States Ship
6862,USSR,Union of Soviet Socialist Republics
6863,USW,Und So Weiter
6864,UT,Unreal Tournament
6865,UTC,Coordinated Universal Time
6866,UTD,Up To Date
6867,UTE,Utility vehicle
6868,UTF,Unicode Transformation Format
6869,UTFL,Use The Force Luke
6870,UTH,Up The Hoods
6871,UTI,Urinary Tract Infection
6872,UTO,Unable To Obtain
6873,UTP,Up-Town Projects
6874,UTR,Under The Radar
6875,UTS,Under The Skin
6876,UTT,Under The Table
6877,UV,Unpleasant Visual
6878,UW,You're Welcome
6879,UWS,Upper West Side
6880,UWU,Happy Anime Face
6881,UX,User eXperience
6882,UY,Up Yours
6883,V,Very
6884,V-SAFE,Had a vasectomy
6885,V.V,Sad
6886,V/R,Very Respectfully
6887,V4V,Vote For Vote
6888,V8,Engine type
6889,VA,Various Artists
6890,VA JAY JAY,Vagina
6891,VAC,Valve Anti-Cheat
6892,VACA,Vacation holiday
6893,VACAY,Vacation
6894,VAIR,Very
6895,VANILLA,Unexciting
6896,VAPE,Inhale vapor from E-cigarettes
6897,VAT,Value Added Tax
6898,VATO,Dude
6899,VBD,Very Big Deal
6900,VBG,Very Big Grin
6901,VBL,Visible Bra Line
6902,VBR,Variable Bit Rate
6903,VBS,Very Big Smile
6904,VC,Voice Chat
6905,VCARD,Virtual business card
6906,VCD,Video Compact Disc
6907,VCR,Video Cassette Recorder
6908,VDU,Visual Display Unit
6909,VEEP,VP
6910,VEETA,Money
6911,VEG,Sit around and do nothing
6912,VENT,Ventrilo
6913,VER,Version
6914,VERLAN,French reverse slang
6915,VERS,Versatile
6916,VET,Veteran
6917,VEXED,Angry
6918,VF,Vampire Freaks
6919,VFM,Value For Money
6920,VFX,Visual Effects
6921,VG,Video Game
6922,VGA,Video Graphics Array
6923,VGC,Very Good Condition
6924,VGG,Very Good Game
6925,VGL,Very Good Looking
6926,VGM,Video Game Music
6927,VH1,Video Hits One
6928,VHF,Very High Frequency
6929,VHS,Video Home System
6930,VIBE,Atmosphere
6931,VIBIN,Hanging
6932,VID,Video
6933,VIG,Interest paid on a loan
6934,VIN,Vehicle Identification Number
6935,VIP,Very Important Person
6936,VIXEN,Attractive woman
6937,VIZ,Adult comic
6938,VJ,Video Jockey
6939,VLAN,Virtual Local Area Network
6940,VLOG,Video Log
6941,VLOGGER,Video blogger
6942,VLSI,Very Large-Scale Integration
6943,VM,Voice Mail
6944,VMA,Video Music Awards
6945,VMI,Virginia Military Institute
6946,VN,Very Nice
6947,VNC,Virtual Network Computing
6948,VNDS,Very Near Dead Stock
6949,VNH,Very Nice Hand
6950,VNS,Very Nice Shot
6951,VNSFW,Very NSFW
6952,VOA,Voice Of America
6953,VOD,Video-On-Demand
6954,VOIP,Voice Over IP
6955,VOL,Volume
6956,VOM,Vomit
6957,VP,Vice President
6958,VPL,Visible Panty Line
6959,VPN,Virtual Private Network
6960,VR,Virtual Reality
6961,VS,Versus
6962,VT,Video Tape
6963,VTEC,Variable Valve Timing and Lift Electronic Control System
6964,VTL,Visible Thong Line
6965,VTPR,View To Permanent Relationship
6966,VTR,Video Tape Recorder
6967,VV,Very Very
6968,VVN,Very Very Nice
6969,VVV,Refering to comment below
6970,VW,Volkswagen
6971,VWP,Very Well Played
6972,W'EVER,Whatever
6973,W.E,Whatever
6974,W/,With
6975,W/E,Whatever
6976,W/O,Without
6977,W00T,Hurrah
6978,W2F,Way Too Funny
6979,W2G,Way To Go
6980,W3C,World Wide Web Consortium
6981,W4M,Woman looking for a man
6982,W8,Wait
6983,W8AM,Wait A Minute
6984,W@,What
6985,WA,Wife Agro
6986,WA GWAN,What's Going On
6987,WAA,Crying
6988,WAAM,What's going on
6989,WAAN,Want
6990,WACK,Low quailty
6991,WADR,With All Due Respect
6992,WAEFRD,When All Else Fails Read Directions
6993,WAFFLE,Pointless talk
6994,WAFWOT,What A F***ing Waste Of Time
6995,WAG1,What's Going On
6996,WAGS,Wives And Girlfriends
6997,WAGWAN,What's Going On
6998,WAGWARN,What's Going On
6999,WAGWUN,What's Going On
7000,WAH,Working At Home
7001,WAHM,Work At Home Mom
7002,WAIFU,Wife
7003,WAJ,What A Joke
7004,WAK,Weird
7005,WAL,What A Loser
7006,WALAHI,I swear to God
7007,WALE,Rapper
7008,WALLA,Voila
7009,WALLAH,I swear to God in Arabic
7010,WALLHAX,Wall hack
7011,WALLY,Stupid person
7012,WAM,Wait A Minute
7013,WAMH,With All My Heart
7014,WAMHAS,With All My Heart And Soul
7015,WAML,With All My Love
7016,WAN,What A Newb
7017,WANNA,Want to
7018,WANNABE,Someone who wants to be what they are not
7019,WAO,Wow
7020,WAP,Wireless Access Point
7021,WAPCE,Women Are Pure Concentrated Evil
7022,WAREZ,Cracked
7023,WASP,White Anglo-Saxon Protestant
7024,WASTE MAN,Someone who is a waste of time and space
7025,WASTED,Drunk
7026,WASTEMAN,Worthless person
7027,WAT,What
7028,WATP,We Are The People
7029,WAU,What About You
7030,WAUD,What Are You Doing
7031,WAVEY,Drunk
7032,WAVY,Well dressed
7033,WAW,What A Wanker
7034,WAWA,Convenience store
7035,WAX,Without Any Experience
7036,WAY,Where Are You
7037,WAYD,What Are You Doing
7038,WAYDRN,What Are You Doing Right Now
7039,WAYLT,What Are You Listening To
7040,WAYOA,What Are You On About
7041,WAYTA,What Are You Talking About
7042,WAYWO,What Are You Working On
7043,WAZ UP,What's Up
7044,WB,Welcome Back
7045,WBB,Will Be Back
7046,WBM,Wanna-Be Moderator
7047,WBN,Would Be Nice
7048,WBR,With Best Regards
7049,WBS,Write Back Soon
7050,WBT,Will Be There
7051,WBU,What About You
7052,WBW,White Boy Wasted
7053,WBY,What about You
7054,WC,Welcome
7055,WCB ,Will Call Back
7056,WCD,What you Doing
7057,WCG,World Cyber Games
7058,WCIS,What Can I Say
7059,WCS,Worst Case Scenario
7060,WCW,World Championship Wrestling
7061,WCYD,What Can You Do
7062,WD,Well Done
7063,WD40,Multi-purpose lubricant
7064,WDC,What's Da Craic
7065,WDE,Worst Day Ever
7066,WDFD,Whoop Dee F***ing Doo
7067,WDH,What Da Hell
7068,WDIB,Why Do I Bother
7069,WDIC,What Do I Care
7070,WDIM,What Does It Mean
7071,WDITOT,Why Didn't I Think Of That
7072,WDMB,Will Do My Best
7073,WDOML,Worst Day Of My Life
7074,WDTM,What Does That Mean
7075,WDUD,What Do You Do
7076,WDUM,What Do You Mean
7077,WDUT,What Do You Think
7078,WDW,Who Dares Wins
7079,WDY,Why Don't You
7080,WDYD,What Did You Do
7081,WDYDT,Why Did You Do That
7082,WDYE,What Did You Expect
7083,WDYG,Where Did You Go
7084,WDYM,What Do You Mean
7085,WDYMBT,What Do You Mean By That
7086,WDYS,What Did You Say
7087,WDYT,What Do You Think
7088,WDYW,What Do You Want
7089,WDYWFM,What Do You Want From Me
7090,WDYWT,What Did You Wear Today
7091,WDYWTTA,What Do You Want To Talk About
7092,WE,Whatever
7093,WEB,World wide web
7094,WEBA,Welcome Back
7095,WEBINAR,Web based seminar
7096,WEE,Small
7097,WEED,Marijuana
7098,WEEE,Exclamation of excitement
7099,WEF,With Effect From
7100,WEG,Wicked Evil Grin
7101,WEHT,What Ever Happened To
7102,WEIN,What Else Is New
7103,WEL,Whatever Loser
7104,WELC,You're Welcome
7105,WELL,Very so
7106,WELP,Well
7107,WEML,Whatever Major Loser
7108,WENG,Good looking
7109,WEP,Wireless Encryption Protocol
7110,WEPA,All right
7111,WERD,agreement
7112,WERK,approval
7113,WET BACK,Illegal immigrant
7114,WEVA,Whatever
7115,WEWT,Alternative spelling of WOOT
7116,WEY,Dude
7117,WFH,Working From Home
7118,WFI,Wait For It
7119,WFM,Works For Me
7120,WFYB,Whatever Floats Your Boat
7121,WGAT,what
7122,WGC,Wild Goose Chase
7123,WGO,What's Going On
7124,WGWG,White Guy With Guitar
7125,WH,Wall hack
7126,WH40K,Warhammer Forty-Thousand
7127,WHA,What
7128,WHACK,Bad
7129,WHALE,Punch
7130,WHATCHA,What are
7131,WHEEL,Chat up
7132,WHEELING,Picking up women
7133,WHEW,relief
7134,WHIP,Expensive car
7135,WHIPPED,Controlled by girlfriend
7136,WHISKEY TANGO,WT
7137,WHITEWASH,Act like a white person
7138,WHIZ,Talented person
7139,WHOA,surprise
7140,WHPH,Work Hard Play Hard
7141,WHS,What He Said
7142,WHT,What
7143,WHUT,What
7144,WHYB,Where Have You Been
7145,WHYD,What Have You Done
7146,WIA,Wounded In Action
7147,WIBNI,Wouldn't It Be Nice If
7148,WIC,Women Infants and Children
7149,WICKED,Very
7150,WID,With
7151,WIDOW,WW
7152,WIF,With
7153,WIFEY,Serious girlfriend
7154,WIFF,With
7155,WIFI,Wireless Fidelity
7156,WIGGER,White person pretending to be black
7157,WIGO,What Is Going On
7158,WII,Nintendo Game Console
7159,WIIFM,What's In It For Me
7160,WIKI,Collaborative web site
7161,WIKTT,When I Kissed the Teacher
7162,WILCO,Will Comply
7163,WILTW,What I Learned This Week
7164,WIMP,Weak
7165,WING MAN,Person who looks out for you
7166,WINRAR,Winner
7167,WIP,Work In Progress
7168,WIR,When It's Ready
7169,WIRED,High on stimulants
7170,WIT,With
7171,WITW,What In The World
7172,WIUWY,What Is Up With You
7173,WIV,With
7174,WIWT,What I Wore Today
7175,WIWWU,Wish I Was With You
7176,WIWWY,What Is Wrong With You
7177,WIX,WICKED
7178,WIYP,What Is Your Problem
7179,WJD,What Jesus Did
7180,WK,White Knight
7181,WKD,Wicked
7182,WKND,Weekend
7183,WKS,Well Kept Secret
7184,WKYP,Will Keep You Posted
7185,WLAN,Wireless LAN
7186,WLD,Would
7187,WLM,Windows Live Messenger
7188,WLTM,Would Like To Meet
7189,WLYB,Who Loves You Baby
7190,WLYK,Will Let You Know
7191,WM,Woman Marine
7192,WMA,Windows Media Audio
7193,WMD,Weapons of Mass Destruction
7194,WMF,Wagging My Finger
7195,WMG,Warner Music Group
7196,WMJ,Wat maak jy
7197,WML,Wish Me Luck
7198,WMMOWS,Wash My Mouth Out With Soap!
7199,WMP,Windows Media Player
7200,WMV,Windows Media Video
7201,WMYB,What Makes You Beautiful
7202,WN,Why Not
7203,WNDITWB,We Never Did It This Way Before
7204,WNL,Within Normal Limits
7205,WNOHGB,Where No One Has Gone Before
7206,WNTT,We Need To Talk
7207,WNWY,What's New With You
7208,WOAH,WHOA
7209,WOAT,Worst Of All Time
7210,WOB,Waste Of Bandwith
7211,WOC,Women of Color
7212,WOE,What On Earth
7213,WOF,While On Fire
7214,WOG,Offensive term for a black person
7215,WOLS,Slow
7216,WOM,Women Over Mates
7217,WOMBAT,Waste Of Money Brains And Time
7218,WOMP,Low bass sound
7219,WONGA,Money
7220,WONK,Expert
7221,WONKY,Weird
7222,WOO HOO,excitement
7223,WOOK,Dirty hippy
7224,WOOP,WOOT
7225,WOOSE,WUSS
7226,WOOT,Hurrah
7227,WOP,Offensive term for an Italian
7228,WOR,Our
7229,WORD UP,OK I agree
7230,WORM,Malicious computer program
7231,WOS,Waste Of Space
7232,WOT,What
7233,WOTAM,Waste of Time and Money
7234,WOTCHER,What are you up to
7235,WOTD,Word Of The Day
7236,WOTLK,Wrath Of The Lich King
7237,WOTS,Word On The Street
7238,WOWZER,Exaggerated Wow
7239,WOZ,Was
7240,WP,Wrong Person
7241,WPA,Wi-Fi Protected Access
7242,WPM,Words Per Minute
7243,WPW,wow
7244,WPWW,White Pride World Wide
7245,WR,Warm Regards
7246,WRT,With Regard To
7247,WRU,Where Are You
7248,WRUD,What Are You Doing
7249,WRUTA,What Are You Talking About
7250,WRYD,What Are You Doing
7251,WRYTA,What Are You Talking About
7252,WSA,Wow Strong Arms
7253,WSIC,Why Should I Care
7254,WSM,Woman Seeking Man
7255,WSP,What's up
7256,WSS,Why So Serious
7257,WST,We're Still Friends
7258,WSUL,Will See You Later
7259,WSWTA,What Shall We Talk About
7260,WT,What
7261,WT?,What The ...
7262,WTA,Winner Takes All
7263,WTB,Want To Buy
7264,WTBS,With That Being Said
7265,WTC,World Trade Center
7266,WTD,What The Deuce
7267,WTDT,What To Do Today
7268,WTDTA,Where They Do That At
7269,WTFT,What The French Toast
7270,WTG,Way To Go
7271,WTGP,Way To Go Partner
7272,WTGP?,Want To Go Private
7273,WTH,What The Hell
7274,WTHAY,Who The Hell Are You
7275,WTHC,Who The Hell Cares
7276,WTHIGO,What The Hell Is Going On
7277,WTHIT,What The Hell Is That
7278,WTHIWWY,What The Hell Is Wrong With You
7279,WTHN,Why The Heck Not
7280,WTHRU,Who The Hell Are You
7281,WTII,What time Is It
7282,WTK,Want To Know
7283,WTL,Will Talk Later
7284,WTLW,Welcome To Last Week
7285,WTM,What's The Matter
7286,WTMI,Way Too Much Information
7287,WTML,Welcome To My Life
7288,WTMW,Welcome To My World
7289,WTO,World Trade Organization
7290,WTP,What's The Point
7291,WTT,Want To Trade
7292,WTTC,Welcome To The club
7293,WTTIR,When The Time Is Right
7294,WTTJ,Welcome To The Jungle
7295,WTTM,Without Thinking Too Much
7296,WTV,Whatever
7297,WTW,Walk Through Walls
7298,WTY,Why Thank You
7299,WTYO,Whatever Turns You On
7300,WU,What's Up
7301,WUA,What You At
7302,WUB,Love
7303,WUBU,What You Been Up to
7304,WUBU2,What Have You Been Up To
7305,WUCIWUG,What You See Is What You Get
7306,WUD,What You Doing
7307,WUF,Where are you from
7308,WUG,What You Got
7309,WUGOWM,Will You Go Out With Me
7310,WUH,What
7311,WUL,Watched User List
7312,WULA,What're you Looking At
7313,WULLNP,Wishing You Long Life And Prosperity
7314,WUM,Woman
7315,WUN,Bye
7316,WUP,What
7317,WUS,Wimp
7318,WUSS,Wimp
7319,WUT,What
7320,WUU2,What are You Up To
7321,WUUP2,What are You Up To
7322,WUUT,WUU2
7323,WUV,Love
7324,WUW,What You Want
7325,WUWCB,What do You Want to Chat about
7326,WUWH,Wish You Were Here
7327,WUWT,What's Up With That
7328,WUWTA,What You Wanna Talk About
7329,WUWTB,What You Wanna Talk 'Bout
7330,WUWU,What's Up With You
7331,WUWU,What's Up With You
7332,WUZ,Was
7333,WW,White Widow
7334,WW1,World War One
7335,WW2,World War Two
7336,WWA,Wiggers with attitude
7337,WWBD,What Would Batman Do
7338,WWCND,What Would Chuck Norris Do
7339,WWE,World Wrestling Entertainment
7340,WWF,World Wildlife Fund
7341,WWIC,Why Would I Care
7342,WWIT,What Was I Thinking
7343,WWJBD,What Would Jason Bourne Do
7344,WWJD,What Would Jesus Do
7345,WWJP,What Would Jesus Post
7346,WWOTW,Wicked Witch Of The West
7347,WWTBAM,Who Wants To Be A Millionaire
7348,WWU,Where Were You
7349,WWW,World Wide Web
7350,WWWY,What's Wrong With You
7351,WWY,Where Were You
7352,WWYD,What Would You Do
7353,WWYDT,Why Would You Do That
7354,WY,Why
7355,WYA,Where You At
7356,WYATB,Wish You All The Best
7357,WYB,Watch Your Back
7358,WYBD,What've You Been Doing
7359,WYBMV,Will You Be My Valentine
7360,WYCM,Will You Call Me
7361,WYD,What You Doing
7362,WYDN,What You Doing Now
7363,WYF,What's Your Favorite ...
7364,WYG,What You Get
7365,WYGOWM,Will You Go Out With Me
7366,WYK,Would You Kindly
7367,WYL,Whatever You Like
7368,WYLABOCTGWTR,Would You Like A Bowl Of Cream To Go With That Remark
7369,WYLASOMWTC,Would You Like A Saucer Of Milk With That Comment
7370,WYLION,Whether You Like It Or Not
7371,WYLSCWTW,Would You Like Some Cheese With That Whine
7372,WYLT,What You Listening To
7373,WYM,Watch Your Mouth
7374,WYMM,Will You Marry Me
7375,WYN,What's Your Name
7376,WYP,What's Your Problem
7377,WYR,Would You Rather
7378,WYS,What You Said
7379,WYSIWYG,What You See Is What You Get
7380,WYTA,What You Talking About
7381,WYUT,What You Up To
7382,WYW,Whatever You Want
7383,WYWH,Wish You Were Here
7384,WYWTA,What You Wanna Talk About
7385,W^,What's up
7386,X,Kiss
7387,X),Happy
7388,X.X,Exasperated
7389,X3,Cute face
7390,XAXA,Ha Ha
7391,XB,XBox
7392,XBF,Ex-Boyfriend
7393,XBL,XBox Live
7394,XC,Cross Counrty
7395,XD,LOL
7396,XGA,eXtended Graphics Array
7397,XHTML,Extensible Hyper-Text Markup Language
7398,XKCD,Web comic
7399,XL,Extra Large
